timestamp,country,y_true,yhat,z_resid,silver_label,human_verified_label,verification_notes
2020-09-19 07:00:00+00:00,DE,51944.0,52529.10126133404,-0.1563074814660025,0,0,Verified
2020-09-19 11:00:00+00:00,DE,51552.0,54773.6480692398,-0.6528413905890025,0,0,Verified
2020-09-19 14:00:00+00:00,DE,48891.0,51663.62555267482,-0.5906521541206295,0,0,Verified
2020-09-19 17:00:00+00:00,DE,50112.0,51450.6831229328,-0.3370391760833087,0,0,Verified
2020-09-19 18:00:00+00:00,DE,49337.0,50550.27608390669,-0.317019967337612,0,0,Verified
2020-09-19 20:00:00+00:00,DE,44700.0,45973.92157435464,-0.332209741463629,0,0,Verified
2020-09-19 21:00:00+00:00,DE,41734.0,42969.206656345166,-0.3265409280857126,0,0,Verified
2020-09-20 02:00:00+00:00,DE,36223.0,37321.018687489945,-0.3063997678142444,0,0,Verified
2020-09-20 20:00:00+00:00,DE,44338.0,45678.86828393017,-0.3197016172725333,0,0,Verified
2020-09-21 01:00:00+00:00,DE,38184.0,38392.63422963074,-0.1116745292334807,0,0,Verified
2020-09-22 03:00:00+00:00,DE,46854.0,45231.24086820409,0.3115404741256847,0,0,Verified
2020-09-22 15:00:00+00:00,DE,60048.0,57222.375659113095,0.5460003944489388,0,0,Verified
2020-09-22 16:00:00+00:00,DE,59831.0,57109.06752396497,0.5243972672251098,0,0,Verified
2020-09-22 20:00:00+00:00,DE,50739.0,49373.31671280594,0.24677461013031,0,0,Verified
2020-09-23 01:00:00+00:00,DE,41666.0,41111.60986244289,0.0840420761961701,0,0,Verified
2020-09-23 02:00:00+00:00,DE,42738.0,41781.69620760935,0.1642097114195017,0,0,Verified
2020-09-23 08:00:00+00:00,DE,65109.0,60522.29162179439,0.863801862139218,0,0,Verified
2020-09-23 09:00:00+00:00,DE,66121.0,61879.52419121326,0.7921603407620633,0,0,Verified
2020-09-23 16:00:00+00:00,DE,61437.0,56630.76145896044,0.8772574711420982,0,0,Verified
2020-09-23 19:00:00+00:00,DE,55434.0,52211.62382481975,0.556745319494792,0,0,Verified
2020-09-24 01:00:00+00:00,DE,43704.0,44166.8053734401,-0.1698346038356896,0,0,Verified
2020-09-24 04:00:00+00:00,DE,56448.0,53852.97329311848,0.4289287700739285,0,0,Verified
2020-09-24 15:00:00+00:00,DE,61620.0,59371.9196341253,0.3320365450731746,0,0,Verified
2020-09-24 17:00:00+00:00,DE,61282.0,58661.00084116828,0.4009646512704716,0,0,Verified
2020-09-24 23:00:00+00:00,DE,43704.0,43214.36812886372,-0.0239020145192257,0,0,Verified
2020-09-25 10:00:00+00:00,DE,65994.0,62468.2351309897,0.5387583636321285,0,0,Verified
2020-09-25 12:00:00+00:00,DE,62582.0,60450.75181133717,0.2609818916756943,0,0,Verified
2020-09-25 13:00:00+00:00,DE,60877.0,59227.81864672528,0.1647164418148345,0,0,Verified
2020-09-25 14:00:00+00:00,DE,59675.0,57824.32704431527,0.2019650579781701,0,0,Verified
2020-09-25 16:00:00+00:00,DE,59003.0,57361.21118996847,0.1575612243597147,0,0,Verified
2020-09-25 18:00:00+00:00,DE,57154.0,55671.79018280486,0.1215021666959277,0,0,Verified
2020-09-25 23:00:00+00:00,DE,41908.0,41920.1733727959,-0.1807210069325574,0,0,Verified
2020-09-26 00:00:00+00:00,DE,40698.0,40911.99635664222,-0.2216552163207209,0,0,Verified
2020-09-26 01:00:00+00:00,DE,40401.0,40899.510097620485,-0.2792670030996806,0,0,Verified
2020-09-27 00:00:00+00:00,DE,37704.0,37891.44460368154,-0.2691213525522054,0,0,Verified
2020-09-27 01:00:00+00:00,DE,37378.0,37796.74119615812,-0.3201056797221865,0,0,Verified
2020-09-27 03:00:00+00:00,DE,37625.0,40506.69299393135,-0.8380605626128685,0,0,Verified
2020-09-27 17:00:00+00:00,DE,51534.0,54108.22697225438,-0.750975494820986,0,0,Verified
2020-09-27 23:00:00+00:00,DE,40414.0,39501.47448877314,-0.0328309768269978,0,0,Verified
2020-09-28 02:00:00+00:00,DE,42254.0,40276.72518239308,0.1890642856527529,0,0,Verified
2020-09-29 03:00:00+00:00,DE,49234.0,47115.13430637743,0.3491994729302313,0,0,Verified
2020-09-29 06:00:00+00:00,DE,63396.0,60307.21905447913,0.5837988337460446,0,0,Verified
2020-09-29 09:00:00+00:00,DE,67478.0,64179.3847783455,0.6305795988169518,0,0,Verified
2020-09-29 11:00:00+00:00,DE,66534.0,62929.84604150677,0.7002878868901316,0,0,Verified
2020-09-29 15:00:00+00:00,DE,61883.0,59001.50424842137,0.5144890983031393,0,0,Verified
2020-09-29 18:00:00+00:00,DE,60830.0,57362.31122172976,0.6477085950197341,0,0,Verified
2020-09-29 19:00:00+00:00,DE,56775.0,54275.03352104556,0.4108303374979812,0,0,Verified
2020-09-29 23:00:00+00:00,DE,44895.0,43202.48276890664,0.2092539971038222,0,0,Verified
2020-09-30 13:00:00+00:00,DE,63259.0,60468.35015195552,0.4481764067621133,0,0,Verified
2020-09-30 17:00:00+00:00,DE,63459.0,59463.64606575511,0.7355221662261159,0,0,Verified
2020-08-31 06:00:00+00:00,FR,45230.0,33269.0,3.5014933206213383,1,1,Verified
2020-09-19 10:00:00+00:00,FR,47314.0,47337.23567211685,-0.0516281645781278,0,0,Verified
2020-09-19 16:00:00+00:00,FR,42127.0,43217.58994713518,-0.3640107624591408,0,0,Verified
2020-09-19 17:00:00+00:00,FR,43041.0,44106.00585750255,-0.364227489702017,0,0,Verified
2020-09-19 19:00:00+00:00,FR,41550.0,42760.09556542084,-0.4162976702581899,0,0,Verified
2020-09-19 20:00:00+00:00,FR,42241.0,42933.49874058872,-0.2845121644530765,0,0,Verified
2020-09-20 01:00:00+00:00,FR,33066.0,33974.79411036124,-0.3568436041697008,0,0,Verified
2020-09-20 17:00:00+00:00,FR,41787.0,44071.48084789887,-0.6919385185124547,0,0,Verified
2020-09-20 18:00:00+00:00,FR,42873.0,43613.941325011314,-0.2881644340466202,0,0,Verified
2020-09-21 02:00:00+00:00,FR,33117.0,32654.332598398767,0.0301658694320053,0,0,Verified
2020-09-22 00:00:00+00:00,FR,37779.0,37490.17270427081,0.0304551197533553,0,0,Verified
2020-09-22 16:00:00+00:00,FR,47706.0,44595.53954408105,0.7941182693098909,0,0,Verified
2020-09-22 17:00:00+00:00,FR,49147.0,45637.64538343936,0.9029832993787288,0,0,Verified
2020-09-22 21:00:00+00:00,FR,44741.0,43979.09117093499,0.1326925054455369,0,0,Verified
2020-09-23 02:00:00+00:00,FR,35260.0,34504.0522367562,0.131670261139143,0,0,Verified
2020-09-23 03:00:00+00:00,FR,36792.0,35641.35277842599,0.2411253383161677,0,0,Verified
2020-09-23 04:00:00+00:00,FR,41203.0,38694.99996928153,0.6181482180467999,0,0,Verified
2020-09-23 07:00:00+00:00,FR,49085.0,45594.59073461742,0.8794833811335262,0,0,Verified
2020-09-23 08:00:00+00:00,FR,49824.0,46850.684161791214,0.732217836145365,0,0,Verified
2020-09-23 15:00:00+00:00,FR,47015.0,43999.027143146486,0.7272201816367541,0,0,Verified
2020-09-23 17:00:00+00:00,FR,49747.0,46092.58236796383,0.8978899489794058,0,0,Verified
2020-09-23 18:00:00+00:00,FR,48233.0,45612.28646376087,0.6104217136672605,0,0,Verified
2020-09-23 21:00:00+00:00,FR,44593.0,44025.93060300576,0.0428509738867467,0,0,Verified
2020-09-23 23:00:00+00:00,FR,38950.0,38136.50992208186,0.1095823949008435,0,0,Verified
2020-09-24 01:00:00+00:00,FR,35566.0,35387.09138433697,-0.06549818633328,0,0,Verified
2020-09-24 09:00:00+00:00,FR,50607.0,48457.59584559505,0.4623178048731869,0,0,Verified
2020-09-24 11:00:00+00:00,FR,50586.0,48684.72290189015,0.3912257664449074,0,0,Verified
2020-09-24 12:00:00+00:00,FR,49521.0,47556.44022269874,0.4069757795154531,0,0,Verified
2020-09-24 13:00:00+00:00,FR,48497.0,46251.26592743749,0.4819238174460654,0,0,Verified
2020-09-24 16:00:00+00:00,FR,48329.0,45556.66585723564,0.6197022089379546,0,0,Verified
2020-09-25 03:00:00+00:00,FR,37734.0,36483.98468327004,0.1894208739395397,0,0,Verified
2020-09-25 07:00:00+00:00,FR,50460.0,47007.1266487073,0.7790214340028704,0,0,Verified
2020-09-25 16:00:00+00:00,FR,47505.0,46225.7593168868,0.1692891988437303,0,0,Verified
2020-09-25 18:00:00+00:00,FR,49025.0,46626.9358440919,0.4695462393755771,0,0,Verified
2020-09-25 19:00:00+00:00,FR,45767.0,44234.85635785178,0.2311529999098777,0,0,Verified
2020-09-26 17:00:00+00:00,FR,46185.0,47932.69470883514,-0.7396246653774576,0,0,Verified
2020-09-26 19:00:00+00:00,FR,43953.0,44759.47545258248,-0.4810077302368316,0,0,Verified
2020-09-26 23:00:00+00:00,FR,40352.0,39109.80539828571,0.101496513764127,0,0,Verified
2020-09-27 01:00:00+00:00,FR,35747.0,36782.75142017786,-0.5739498937355378,0,0,Verified
2020-09-28 02:00:00+00:00,FR,37317.0,36357.14850755325,0.0088097155651518,0,0,Verified
2020-09-28 03:00:00+00:00,FR,39841.0,37188.26251518189,0.5018750987277019,0,0,Verified
2020-09-29 00:00:00+00:00,FR,42159.0,41970.803003078654,-0.2039712893132747,0,0,Verified
2020-09-29 01:00:00+00:00,FR,40196.0,39575.87992959529,-0.0630567789619585,0,0,Verified
2020-09-29 13:00:00+00:00,FR,51508.0,48980.82269426704,0.523557426544016,0,0,Verified
2020-09-29 16:00:00+00:00,FR,51474.0,48384.53602195798,0.6962579223111339,0,0,Verified
2020-09-29 19:00:00+00:00,FR,49462.0,46675.16055091719,0.5898591912776465,0,0,Verified
2020-09-29 22:00:00+00:00,FR,45740.0,43522.873011643824,0.4047743743648943,0,0,Verified
2020-09-30 07:00:00+00:00,FR,54210.0,52019.28107423678,0.3909587111868874,0,0,Verified
2020-09-30 10:00:00+00:00,FR,54654.0,54670.25599716134,-0.2983096126253567,0,0,Verified
2020-09-30 18:00:00+00:00,FR,51975.0,50724.99472480152,0.0897702541376144,0,0,Verified
2020-09-30 20:00:00+00:00,FR,48210.0,47305.997844711215,-0.019360965236802,0,0,Verified
2020-09-19 14:00:00+00:00,IT,31743.0,32440.40472029506,-0.2657340825778618,0,0,Verified
2020-09-19 20:00:00+00:00,IT,30025.0,30746.80690680868,-0.2969771056440774,0,0,Verified
2020-09-19 21:00:00+00:00,IT,28027.0,28392.7839079736,-0.2203374816316287,0,0,Verified
2020-09-19 23:00:00+00:00,IT,24571.0,24695.079799969964,-0.171095412981195,0,0,Verified
2020-09-20 17:00:00+00:00,IT,32279.0,36248.85999046508,-0.9766819790922456,0,0,Verified
2020-09-20 22:00:00+00:00,IT,24588.0,26788.195796250013,-0.5882359964633466,0,0,Verified
2020-09-21 03:00:00+00:00,IT,24713.0,23151.811201866607,0.2220674403047828,0,0,Verified
2020-09-21 19:00:00+00:00,IT,36630.0,32596.113995635675,0.8535461533581604,0,0,Verified
2020-09-22 03:00:00+00:00,IT,27522.0,27020.41342128806,0.0435357701111597,0,0,Verified
2020-09-22 12:00:00+00:00,IT,40614.0,37720.55477040658,0.5832022135041177,0,0,Verified
2020-09-22 22:00:00+00:00,IT,28299.0,28078.13983770474,-0.048071206289101,0,0,Verified
2020-09-22 23:00:00+00:00,IT,26895.0,26571.00415014004,-0.0239081569493534,0,0,Verified
2020-09-23 03:00:00+00:00,IT,27470.0,27145.890405891336,-0.0219321690720831,0,0,Verified
2020-09-23 09:00:00+00:00,IT,42057.0,39028.80091364676,0.5978346005964893,0,0,Verified
2020-09-23 10:00:00+00:00,IT,40862.0,37878.6261281943,0.5863106443806115,0,0,Verified
2020-09-23 11:00:00+00:00,IT,40085.0,37460.03009419314,0.5024404509196132,0,0,Verified
2020-09-23 12:00:00+00:00,IT,40408.0,37608.00057008136,0.5417010207014836,0,0,Verified
2020-09-23 13:00:00+00:00,IT,41042.0,37868.546382270666,0.6264288696263418,0,0,Verified
2020-09-23 19:00:00+00:00,IT,36990.0,35813.25628989081,0.1598828187609615,0,0,Verified
2020-09-23 20:00:00+00:00,IT,33274.0,32826.486131581914,-0.0083240871413147,0,0,Verified
2020-09-23 22:00:00+00:00,IT,28335.0,27909.69534445061,-0.0129198651676036,0,0,Verified
2020-09-23 23:00:00+00:00,IT,27038.0,26429.40168799043,0.0295710025138223,0,0,Verified
2020-09-24 02:00:00+00:00,IT,25970.0,26234.71086693792,-0.1705629794677738,0,0,Verified
2020-09-24 04:00:00+00:00,IT,31797.0,30580.541587273263,0.1713630030526356,0,0,Verified
2020-09-24 06:00:00+00:00,IT,39890.0,37645.31648462386,0.4062986866967751,0,0,Verified
2020-09-24 13:00:00+00:00,IT,41294.0,38447.76711005054,0.5389599250215803,0,0,Verified
2020-09-24 15:00:00+00:00,IT,40435.0,38273.12662697077,0.3790893636385511,0,0,Verified
2020-09-25 00:00:00+00:00,IT,25979.0,26091.3467671646,-0.1483035555332774,0,0,Verified
2020-09-25 11:00:00+00:00,IT,39135.0,37709.48423317152,0.1949395810680707,0,0,Verified
2020-09-25 18:00:00+00:00,IT,37782.0,38933.34401353535,-0.4092159036929841,0,0,Verified
2020-09-25 20:00:00+00:00,IT,31590.0,32906.44371990256,-0.4474270296252329,0,0,Verified
2020-09-25 21:00:00+00:00,IT,28815.0,30293.6103329025,-0.4846722610547653,0,0,Verified
2020-09-26 00:00:00+00:00,IT,24225.0,24434.112681674305,-0.1915147045255431,0,0,Verified
2020-09-26 12:00:00+00:00,IT,25672.0,37510.073674242536,-2.9136812071593696,1,1,Verified
2020-09-26 13:00:00+00:00,IT,25361.0,37684.25709863204,-3.0161900432010915,1,1,Verified
2020-09-26 14:00:00+00:00,IT,27127.0,37673.54289251303,-2.5995902259303247,1,1,Verified
2020-09-26 22:00:00+00:00,IT,23190.0,26720.07046470425,-0.9651663569205282,0,0,Verified
2020-09-27 02:00:00+00:00,IT,20140.0,20373.422861094223,-0.2077602392339547,0,0,Verified
2020-09-27 04:00:00+00:00,IT,21364.0,24107.68759162989,-0.7948284100487777,0,0,Verified
2020-09-27 22:00:00+00:00,IT,22143.0,24314.738324428454,-0.6231454970043788,0,0,Verified
2020-09-28 03:00:00+00:00,IT,22562.0,21516.39274938567,0.1090395720965187,0,0,Verified
2020-09-28 20:00:00+00:00,IT,31297.0,28615.041781831536,0.6231162146676948,0,0,Verified
2020-09-28 22:00:00+00:00,IT,25649.0,24164.41887194033,0.315709792027556,0,0,Verified
2020-09-29 04:00:00+00:00,IT,29620.0,28525.334453472416,0.2289377820766361,0,0,Verified
2020-09-29 10:00:00+00:00,IT,36519.0,35890.89602765811,0.1013765832683866,0,0,Verified
2020-09-29 11:00:00+00:00,IT,36002.0,35263.3363406964,0.1309833279941894,0,0,Verified
2020-09-29 17:00:00+00:00,IT,39743.0,38080.47065151711,0.3746231754356005,0,0,Verified
2020-09-29 21:00:00+00:00,IT,28439.0,28477.398893913065,-0.0744000675891115,0,0,Verified
2020-09-30 00:00:00+00:00,IT,24048.0,24251.83937666887,-0.1167705620641502,0,0,Verified
2020-09-30 05:00:00+00:00,IT,34617.0,32630.16418503456,0.4613104422047893,0,0,Verified
2020-09-30 09:00:00+00:00,IT,38272.0,37393.55347100925,0.1668764882055403,0,0,Verified
2020-09-30 18:00:00+00:00,IT,38208.0,37294.48433880567,0.1704527177735754,0,0,Verified
2020-09-30 20:00:00+00:00,IT,31537.0,31234.140773375257,0.0087402260206286,0,0,Verified
